Character name;Japanese text;English text
<PNAME>;（それじゃ、動物園で、伊集院さんを待つか。）;(I'll wait for Ijuin at the zoo then.)
<PNAME>;（それじゃ、植物園で、伊集院さんを待つか。）;(Then, let's go to the the botanical garden and wait for Ijuin.)
<PNAME>;（それじゃ、植物園で、伊集院さんを待つか。）;(I'll wait for Ijuin at the botanical garden then.)
<PNAME>;（それじゃ、プラネタリウムで、伊集院さんを待つか。）;(Then, let's go to the the planetarium and wait for Ijuin.)
<PNAME>;（それじゃ、プラネタリウムで、伊集院さんを待つか。）;(I'll wait for Ijuin at the planetarium then.)
<PNAME>;（それじゃ、美術館で、伊集院さんを待つか。）;(Then, let's go to the the museum and wait for Ijuin.)
<PNAME>;（それじゃ、美術館で、伊集院さんを待つか。）;(I'll wait for Ijuin at the museum then.)
<PNAME>;（それじゃ、図書館で、伊集院さんを待つか。）;(Then, let's go to the the library and wait for Ijuin.)
<PNAME>;（それじゃ、図書館で、伊集院さんを待つか。）;(I'll wait for Ijuin at the library then.)
<PNAME>;（それじゃ、ゲームセンターで、伊集院さんを待つか。）;(Then, let's go to the the arcade and wait for Ijuin.)
<PNAME>;（それじゃ、ゲームセンターで、伊集院さんを待つか。）;(I'll wait for Ijuin at the arcade then.)
<PNAME>;（それじゃ、ボーリング場で、伊集院さんを待つか。）;(Then, let's go to the the bowling alley and wait for Ijuin.)
<PNAME>;（それじゃ、ボーリング場で、伊集院さんを待つか。）;(I'll wait for Ijuin at the bowling alley then.)
<PNAME>;（それじゃ、カラオケ屋で、伊集院さんを待つか。）;(Then, let's go to the the karaoke bar and wait for Ijuin.)
<PNAME>;（それじゃ、カラオケ屋で、伊集院さんを待つか。）;(I'll wait for Ijuin at the karaoke bar then.)
<PNAME>;（それじゃ、遊園地で、伊集院さんを待つか。）;(Then, let's go to the the amusement park and wait for Ijuin.)
<PNAME>;（それじゃ、遊園地で、伊集院さんを待つか。）;(I'll wait for Ijuin at the amusement park then.)
<PNAME>;（それじゃ、スタジアムで、伊集院さんを待つか。）;(Then, let's go to the the stadium and wait for Ijuin.)
<PNAME>;（それじゃ、スタジアムで、伊集院さんを待つか。）;(I'll wait for Ijuin at the stadium then.)
<PNAME>;（それじゃ、映画館で、伊集院さんを待つか。）;(Then, let's go to the the movie theater and wait for Ijuin.)
<PNAME>;（それじゃ、映画館で、伊集院さんを待つか。）;(I'll wait for Ijuin at the movie theater then.)
<PNAME>;（それじゃ、コンサート会場で、伊集院さんを待つか。）;(Then, let's go to the the concert hall and wait for Ijuin.)
<PNAME>;（それじゃ、コンサート会場で、伊集院さんを待つか。）;(I'll wait for Ijuin at the concert hall then.)
<PNAME>;（それじゃ、プールで、伊集院さんを待つか。）;(Then, let's go to the the swimming pool and wait for Ijuin.)
<PNAME>;（それじゃ、プールで、伊集院さんを待つか。）;(I'll wait for Ijuin at the swimming pool then.)
<PNAME>;（それじゃ、スケート場で、伊集院さんを待つか。）;(Then, let's go to the the skating rink and wait for Ijuin.)
<PNAME>;（それじゃ、スケート場で、伊集院さんを待つか。）;(I'll wait for Ijuin at the skating rink then.)
<PNAME>;（それじゃ、海で、伊集院さんを待つか。）;(Then, let's go to the the beach and wait for Ijuin.)
<PNAME>;（それじゃ、海で、伊集院さんを待つか。）;(I'll wait for Ijuin at the beach then.)
<PNAME>;（それじゃ、スキー場で、伊集院さんを待つか。）;(Then, let's go to the the ski resort and wait for Ijuin.)
<PNAME>;（それじゃ、スキー場で、伊集院さんを待つか。）;(I'll wait for Ijuin at the ski resort then.)
<PNAME>;（それじゃ、神社で、伊集院さんを待つか。）;(Then, let's go to the the shrine and wait for Ijuin.)
<PNAME>;（それじゃ、神社で、伊集院さんを待つか。）;(I'll wait for Ijuin at the shrine then.)
<PNAME>;（今日は、早乙女さんとデートだ）;(I have a date with Saotome-san today.)
<PNAME>;（今日は、早乙女さんとデートだ）;(Today, I have a date with Saotome-san.)
<PNAME>;『早乙女さんのことについて知りたいんだけど。;"""I would like to know about Saotome-san."""
<PNAME>;『よし、次は、早乙女とだ。;(Okay, next time, with Saotome-san.)
<PNAME>;『しばらく早乙女さんと話し込んだ;(I talked with Saotome-san for a while.)
<PNAME>;『早乙女さんもいたのか。;"""Is Saotome-san here too?"""
<PNAME>;『あつ、今日は、早乙女さんの誕生日じゃないか。;"""Ah, today is Saotome-san's birthday, isn't it?"""
<PNAME>;（もしかして、早乙女さんを知らず知らずのうちに傷つけてたのかな⋯。）;(Maybe I've unknowingly hurt Saotome-san...)
<PNAME>;『今日の自由行動は、この前の約束通り早乙女さんと―緒だ。;"""I'll spend today's free time with Saotome-san, as promised."""
<PNAME>;『まだ早乙女さんは、来ていないようだな。;"""I see Saotome-san has not arrived yet."""
<PNAME>;（早乙女さんにプレゼントをもらえるなんて、おれは幸せ者だー！）;(I'm so lucky to get a present from Saotome-san!)
<PNAME>;（神様、何とぞ早乙女さんと今以上に仲良くなれますように。）;(God, please help me get to know Saotome-san even better than I already do.)
<PNAME>;（おつ、丁度いいところに早乙女さんが来たぞ。）;(Oh, Saotome-san arrived just in time.
<PNAME>;（あつ、早乙女さん。）;(Oh, Saotome-san.)
<PNAME>;（それじゃ、近所の公園で、早乙女さんを待つか。）;(Then, let's go to the the neighborhood park and wait for Saotome.)
<PNAME>;（それじゃ、近所の公園で、早乙女さんを待つか。）;(I'll wait for Saotome at the neighborhood park then.)
<PNAME>;（それじゃ、きらめき中央公園で、早乙女さんを待つか。）;(Then, let's go to the Kirameki Central Park and wait for Saotome.)
<PNAME>;（それじゃ、きらめき中央公園で、早乙女さんを待つか。）;(I'll wait for Saotome at Kirameki Central Park then.)
<PNAME>;（それじゃ、ショッピング街で、早乙女さんを待つか。）;(Then, let's go to the the shopping district and wait for Saotome.)
<PNAME>;（それじゃ、ショッピング街で、早乙女さんを待つか。）;(I'll wait for Saotome at the shopping district then.)
<PNAME>;（それじゃ、水族館で、早乙女さんを待つか。）;(Then, let's go to the the aquarium and wait for Saotome.)
<PNAME>;（それじゃ、水族館で、早乙女さんを待つか。）;(I'll wait for Saotome at the aquarium then.)
<PNAME>;（それじゃ、動物園で、早乙女さんを待つか。）;(Then, let's go to the the zoo and wait for Saotome.)
<PNAME>;（それじゃ、動物園で、早乙女さんを待つか。）;(I'll wait for Saotome at the zoo then.)
<PNAME>;（それじゃ、植物園で、早乙女さんを待つか。）;(Then, let's go to the the botanical garden and wait for Saotome.)
<PNAME>;（それじゃ、植物園で、早乙女さんを待つか。）;(I'll wait for Saotome at the botanical garden then.)
<PNAME>;（それじゃ、プラネタリウムで、早乙女さんを待つか。）;(Then, let's go to the the planetarium and wait for Saotome.)
<PNAME>;（それじゃ、プラネタリウムで、早乙女さんを待つか。）;(I'll wait for Saotome at the planetarium then.)
<PNAME>;（それじゃ、美術館で、早乙女さんを待つか。）;(Then, let's go to the the museum and wait for Saotome.)
<PNAME>;（それじゃ、美術館で、早乙女さんを待つか。）;(I'll wait for Saotome at the museum then.)
<PNAME>;（それじゃ、図書館で、早乙女さんを待つか。）;(Then, let's go to the the library and wait for Saotome.)
<PNAME>;（それじゃ、図書館で、早乙女さんを待つか。）;(I'll wait for Saotome at the library then.)
<PNAME>;（それじゃ、ゲームセンターで、早乙女さんを待つか。）;(Then, let's go to the the arcade and wait for Saotome.)
<PNAME>;（それじゃ、ゲームセンターで、早乙女さんを待つか。）;(I'll wait for Saotome at the arcade then.)
<PNAME>;（それじゃ、ボーリング場で、早乙女さんを待つか。）;(Then, let's go to the the bowling alley and wait for Saotome.)
<PNAME>;（それじゃ、ボーリング場で、早乙女さんを待つか。）;(I'll wait for Saotome at the bowling alley then.)
<PNAME>;（それじゃ、カラオケ屋で、早乙女さんを待つか。）;(Then, let's go to the the karaoke bar and wait for Saotome.)
<PNAME>;（それじゃ、カラオケ屋で、早乙女さんを待つか。）;(I'll wait for Saotome at the karaoke bar then.)
<PNAME>;（それじゃ、遊園地で、早乙女さんを待つか。）;(Then, let's go to the the amusement park and wait for Saotome.)
<PNAME>;（それじゃ、遊園地で、早乙女さんを待つか。）;(I'll wait for Saotome at the amusement park then.)
<PNAME>;（それじゃ、スタジアムで、早乙女さんを待つか。）;(Then, let's go to the the stadium and wait for Saotome.)
<PNAME>;（それじゃ、スタジアムで、早乙女さんを待つか。）;(I'll wait for Saotome at the stadium then.)
<PNAME>;（それじゃ、映画館で、早乙女さんを待つか。）;(Then, let's go to the the movie theater and wait for Saotome.)
<PNAME>;（それじゃ、映画館で、早乙女さんを待つか。）;(I'll wait for Saotome at the movie theater then.)
<PNAME>;（それじゃ、コンサート会場で、早乙女さんを待つか。）;(Then, let's go to the the concert hall and wait for Saotome.)
<PNAME>;（それじゃ、コンサート会場で、早乙女さんを待つか。）;(I'll wait for Saotome at the concert hall then.)
<PNAME>;（それじゃ、プールで、早乙女さんを待つか。）;(Then, let's go to the the swimming pool and wait for Saotome.)
<PNAME>;（それじゃ、プールで、早乙女さんを待つか。）;(I'll wait for Saotome at the swimming pool then.)
<PNAME>;（それじゃ、スケート場で、早乙女さんを待つか。）;(Then, let's go to the the skating rink and wait for Saotome.)
<PNAME>;（それじゃ、スケート場で、早乙女さんを待つか。）;(I'll wait for Saotome at the skating rink then.)
<PNAME>;（それじゃ、海で、早乙女さんを待つか。）;(Then, let's go to the the beach and wait for Saotome.)
<PNAME>;（それじゃ、海で、早乙女さんを待つか。）;(I'll wait for Saotome at the beach then.)
<PNAME>;（それじゃ、スキー場で、早乙女さんを待つか。）;(Then, let's go to the the ski resort and wait for Saotome.)
<PNAME>;（それじゃ、スキー場で、早乙女さんを待つか。）;(I'll wait for Saotome at the ski resort then.)
<PNAME>;（それじゃ、神社で、早乙女さんを待つか。）;(Then, let's go to the the shrine and wait for Saotome.)
<PNAME>;（それじゃ、神社で、早乙女さんを待つか。）;(I'll wait for Saotome at the shrine then.)
<PNAME>;（今日は、藤崎さんとデートだ）;(I have a date with Fujisaki-san today.)
<PNAME>;（今日は、藤崎さんとデートだ）;(Today, I have a date with Fujisaki-san.)
<PNAME>;『藤崎さんのことについて知りたいんだけど。;"""I would like to know about Fujisaki-san."""
<PNAME>;『よし、次は、藤崎とだ。;(Okay, next time, with Fujisaki-san.)
<PNAME>;『しばらく藤崎さんと話し込んだ;(I talked with Fujisaki-san for a while.)
<PNAME>;『藤崎さんもいたのか。;"""Is Fujisaki-san here too?"""
<PNAME>;『あつ、今日は、藤崎さんの誕生日じゃないか。;"""Ah, today is Fujisaki-san's birthday, isn't it?"""
<PNAME>;（もしかして、藤崎さんを知らず知らずのうちに傷つけてたのかな⋯。）;(Maybe I've unknowingly hurt Fujisaki-san...)
<PNAME>;『今日の自由行動は、この前の約束通り藤崎さんと―緒だ。;"""I'll spend today's free time with Fujisaki-san, as promised."""
<PNAME>;『まだ藤崎さんは、来ていないようだな。;"""I see Fujisaki-san has not arrived yet."""
<PNAME>;（藤崎さんにプレゼントをもらえるなんて、おれは幸せ者だー！）;(I'm so lucky to get a present from Fujisaki-san!)
<PNAME>;（神様、何とぞ藤崎さんと今以上に仲良くなれますように。）;(God, please help me get to know Fujisaki-san even better than I already do.)
<PNAME>;（おつ、丁度いいところに藤崎さんが来たぞ。）;(Oh, Fujisaki-san arrived just in time.
<PNAME>;（あつ、藤崎さん。）;(Oh, Fujisaki-san.)
<PNAME>;（それじゃ、近所の公園で、藤崎さんを待つか。）;(Then, let's go to the the neighborhood park and wait for Fujisaki.)
<PNAME>;（それじゃ、近所の公園で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the neighborhood park then.)
<PNAME>;（それじゃ、きらめき中央公園で、藤崎さんを待つか。）;(Then, let's go to the Kirameki Central Park and wait for Fujisaki.)
<PNAME>;（それじゃ、きらめき中央公園で、藤崎さんを待つか。）;(I'll wait for Fujisaki at Kirameki Central Park then.)
<PNAME>;（それじゃ、ショッピング街で、藤崎さんを待つか。）;(Then, let's go to the the shopping district and wait for Fujisaki.)
<PNAME>;（それじゃ、ショッピング街で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the shopping district then.)
<PNAME>;（それじゃ、水族館で、藤崎さんを待つか。）;(Then, let's go to the the aquarium and wait for Fujisaki.)
<PNAME>;（それじゃ、水族館で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the aquarium then.)
<PNAME>;（それじゃ、動物園で、藤崎さんを待つか。）;(Then, let's go to the the zoo and wait for Fujisaki.)
<PNAME>;（それじゃ、動物園で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the zoo then.)
<PNAME>;（それじゃ、植物園で、藤崎さんを待つか。）;(Then, let's go to the the botanical garden and wait for Fujisaki.)
<PNAME>;（それじゃ、植物園で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the botanical garden then.)
<PNAME>;（それじゃ、プラネタリウムで、藤崎さんを待つか。）;(Then, let's go to the the planetarium and wait for Fujisaki.)
<PNAME>;（それじゃ、プラネタリウムで、藤崎さんを待つか。）;(I'll wait for Fujisaki at the planetarium then.)
<PNAME>;（それじゃ、美術館で、藤崎さんを待つか。）;(Then, let's go to the the museum and wait for Fujisaki.)
<PNAME>;（それじゃ、美術館で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the museum then.)
<PNAME>;（それじゃ、図書館で、藤崎さんを待つか。）;(Then, let's go to the the library and wait for Fujisaki.)
<PNAME>;（それじゃ、図書館で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the library then.)
<PNAME>;（それじゃ、ゲームセンターで、藤崎さんを待つか。）;(Then, let's go to the the arcade and wait for Fujisaki.)
<PNAME>;（それじゃ、ゲームセンターで、藤崎さんを待つか。）;(I'll wait for Fujisaki at the arcade then.)
<PNAME>;（それじゃ、ボーリング場で、藤崎さんを待つか。）;(Then, let's go to the the bowling alley and wait for Fujisaki.)
<PNAME>;（それじゃ、ボーリング場で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the bowling alley then.)
<PNAME>;（それじゃ、カラオケ屋で、藤崎さんを待つか。）;(Then, let's go to the the karaoke bar and wait for Fujisaki.)
<PNAME>;（それじゃ、カラオケ屋で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the karaoke bar then.)
<PNAME>;（それじゃ、遊園地で、藤崎さんを待つか。）;(Then, let's go to the the amusement park and wait for Fujisaki.)
<PNAME>;（それじゃ、遊園地で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the amusement park then.)
<PNAME>;（それじゃ、スタジアムで、藤崎さんを待つか。）;(Then, let's go to the the stadium and wait for Fujisaki.)
<PNAME>;（それじゃ、スタジアムで、藤崎さんを待つか。）;(I'll wait for Fujisaki at the stadium then.)
<PNAME>;（それじゃ、映画館で、藤崎さんを待つか。）;(Then, let's go to the the movie theater and wait for Fujisaki.)
<PNAME>;（それじゃ、映画館で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the movie theater then.)
<PNAME>;（それじゃ、コンサート会場で、藤崎さんを待つか。）;(Then, let's go to the the concert hall and wait for Fujisaki.)
<PNAME>;（それじゃ、コンサート会場で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the concert hall then.)
<PNAME>;（それじゃ、プールで、藤崎さんを待つか。）;(Then, let's go to the the swimming pool and wait for Fujisaki.)
<PNAME>;（それじゃ、プールで、藤崎さんを待つか。）;(I'll wait for Fujisaki at the swimming pool then.)
<PNAME>;（それじゃ、スケート場で、藤崎さんを待つか。）;(Then, let's go to the the skating rink and wait for Fujisaki.)
<PNAME>;（それじゃ、スケート場で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the skating rink then.)
<PNAME>;（それじゃ、海で、藤崎さんを待つか。）;(Then, let's go to the the beach and wait for Fujisaki.)
<PNAME>;（それじゃ、海で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the beach then.)
<PNAME>;（それじゃ、スキー場で、藤崎さんを待つか。）;(Then, let's go to the the ski resort and wait for Fujisaki.)
<PNAME>;（それじゃ、スキー場で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the ski resort then.)
<PNAME>;（それじゃ、神社で、藤崎さんを待つか。）;(Then, let's go to the the shrine and wait for Fujisaki.)
<PNAME>;（それじゃ、神社で、藤崎さんを待つか。）;(I'll wait for Fujisaki at the shrine then.)
<PNAME>;（今日は、如月さんとデートだ）;(I have a date with Kisaragi-san today.)
<PNAME>;（今日は、如月さんとデートだ）;(Today, I have a date with Kisaragi-san.)
<PNAME>;『如月さんのことについて知りたいんだけど。;"""I would like to know about Kisaragi-san."""
<PNAME>;『よし、次は、如月とだ。;(Okay, next time, with Kisaragi-san.)
<PNAME>;『しばらく如月さんと話し込んだ;(I talked with Kisaragi-san for a while.)
<PNAME>;『如月さんもいたのか。;"""Is Kisaragi-san here too?"""
<PNAME>;『あつ、今日は、如月さんの誕生日じゃないか。;"""Ah, today is Kisaragi-san's birthday, isn't it?"""
<PNAME>;（もしかして、如月さんを知らず知らずのうちに傷つけてたのかな⋯。）;(Maybe I've unknowingly hurt Kisaragi-san...)
<PNAME>;『今日の自由行動は、この前の約束通り如月さんと―緒だ。;"""I'll spend today's free time with Kisaragi-san, as promised."""
<PNAME>;『まだ如月さんは、来ていないようだな。;"""I see Kisaragi-san has not arrived yet."""
<PNAME>;（如月さんにプレゼントをもらえるなんて、おれは幸せ者だー！）;(I'm so lucky to get a present from Kisaragi-san!)
<PNAME>;（神様、何とぞ如月さんと今以上に仲良くなれますように。）;(God, please help me get to know Kisaragi-san even better than I already do.)
<PNAME>;（おつ、丁度いいところに如月さんが来たぞ。）;(Oh, Kisaragi-san arrived just in time.
<PNAME>;（あつ、如月さん。）;(Oh, Kisaragi-san.)
<PNAME>;（それじゃ、近所の公園で、如月さんを待つか。）;(Then, let's go to the the neighborhood park and wait for Kisaragi.)
<PNAME>;（それじゃ、近所の公園で、如月さんを待つか。）;(I'll wait for Kisaragi at the neighborhood park then.)
<PNAME>;（それじゃ、きらめき中央公園で、如月さんを待つか。）;(Then, let's go to the Kirameki Central Park and wait for Kisaragi.)
<PNAME>;（それじゃ、きらめき中央公園で、如月さんを待つか。）;(I'll wait for Kisaragi at Kirameki Central Park then.)
<PNAME>;（それじゃ、ショッピング街で、如月さんを待つか。）;(Then, let's go to the the shopping district and wait for Kisaragi.)
<PNAME>;（それじゃ、ショッピング街で、如月さんを待つか。）;(I'll wait for Kisaragi at the shopping district then.)
<PNAME>;（それじゃ、水族館で、如月さんを待つか。）;(Then, let's go to the the aquarium and wait for Kisaragi.)
<PNAME>;（それじゃ、水族館で、如月さんを待つか。）;(I'll wait for Kisaragi at the aquarium then.)
<PNAME>;（それじゃ、動物園で、如月さんを待つか。）;(Then, let's go to the the zoo and wait for Kisaragi.)
<PNAME>;（それじゃ、動物園で、如月さんを待つか。）;(I'll wait for Kisaragi at the zoo then.)
<PNAME>;（それじゃ、植物園で、如月さんを待つか。）;(Then, let's go to the the botanical garden and wait for Kisaragi.)
<PNAME>;（それじゃ、植物園で、如月さんを待つか。）;(I'll wait for Kisaragi at the botanical garden then.)
<PNAME>;（それじゃ、プラネタリウムで、如月さんを待つか。）;(Then, let's go to the the planetarium and wait for Kisaragi.)
<PNAME>;（それじゃ、プラネタリウムで、如月さんを待つか。）;(I'll wait for Kisaragi at the planetarium then.)
<PNAME>;（それじゃ、美術館で、如月さんを待つか。）;(Then, let's go to the the museum and wait for Kisaragi.)
<PNAME>;（それじゃ、美術館で、如月さんを待つか。）;(I'll wait for Kisaragi at the museum then.)
<PNAME>;（それじゃ、図書館で、如月さんを待つか。）;(Then, let's go to the the library and wait for Kisaragi.)
<PNAME>;（それじゃ、図書館で、如月さんを待つか。）;(I'll wait for Kisaragi at the library then.)
<PNAME>;（それじゃ、ゲームセンターで、如月さんを待つか。）;(Then, let's go to the the arcade and wait for Kisaragi.)
<PNAME>;（それじゃ、ゲームセンターで、如月さんを待つか。）;(I'll wait for Kisaragi at the arcade then.)
<PNAME>;（それじゃ、ボーリング場で、如月さんを待つか。）;(Then, let's go to the the bowling alley and wait for Kisaragi.)
<PNAME>;（それじゃ、ボーリング場で、如月さんを待つか。）;(I'll wait for Kisaragi at the bowling alley then.)
<PNAME>;（それじゃ、カラオケ屋で、如月さんを待つか。）;(Then, let's go to the the karaoke bar and wait for Kisaragi.)
<PNAME>;（それじゃ、カラオケ屋で、如月さんを待つか。）;(I'll wait for Kisaragi at the karaoke bar then.)
<PNAME>;（それじゃ、遊園地で、如月さんを待つか。）;(Then, let's go to the the amusement park and wait for Kisaragi.)
<PNAME>;（それじゃ、遊園地で、如月さんを待つか。）;(I'll wait for Kisaragi at the amusement park then.)
<PNAME>;（それじゃ、スタジアムで、如月さんを待つか。）;(Then, let's go to the the stadium and wait for Kisaragi.)
<PNAME>;（それじゃ、スタジアムで、如月さんを待つか。）;(I'll wait for Kisaragi at the stadium then.)
<PNAME>;（それじゃ、映画館で、如月さんを待つか。）;(Then, let's go to the the movie theater and wait for Kisaragi.)
<PNAME>;（それじゃ、映画館で、如月さんを待つか。）;(I'll wait for Kisaragi at the movie theater then.)
<PNAME>;（それじゃ、コンサート会場で、如月さんを待つか。）;(Then, let's go to the the concert hall and wait for Kisaragi.)
<PNAME>;（それじゃ、コンサート会場で、如月さんを待つか。）;(I'll wait for Kisaragi at the concert hall then.)
<PNAME>;（それじゃ、プールで、如月さんを待つか。）;(Then, let's go to the the swimming pool and wait for Kisaragi.)
<PNAME>;（それじゃ、プールで、如月さんを待つか。）;(I'll wait for Kisaragi at the swimming pool then.)
<PNAME>;（それじゃ、スケート場で、如月さんを待つか。）;(Then, let's go to the the skating rink and wait for Kisaragi.)
<PNAME>;（それじゃ、スケート場で、如月さんを待つか。）;(I'll wait for Kisaragi at the skating rink then.)
<PNAME>;（それじゃ、海で、如月さんを待つか。）;(Then, let's go to the the beach and wait for Kisaragi.)
<PNAME>;（それじゃ、海で、如月さんを待つか。）;(I'll wait for Kisaragi at the beach then.)
<PNAME>;（それじゃ、スキー場で、如月さんを待つか。）;(Then, let's go to the the ski resort and wait for Kisaragi.)
<PNAME>;（それじゃ、スキー場で、如月さんを待つか。）;(I'll wait for Kisaragi at the ski resort then.)
<PNAME>;（それじゃ、神社で、如月さんを待つか。）;(Then, let's go to the the shrine and wait for Kisaragi.)
<PNAME>;（それじゃ、神社で、如月さんを待つか。）;(I'll wait for Kisaragi at the shrine then.)
<PNAME>;（今日は、紐緒さんとデートだ）;(I have a date with Himoo-san today.)
<PNAME>;（今日は、紐緒さんとデートだ）;(Today, I have a date with Himoo-san.)
<PNAME>;『紐緒さんのことについて知りたいんだけど。;"""I would like to know about Himoo-san."""
<PNAME>;『よし、次は、紐緒とだ。;(Okay, next time, with Himoo-san.)
<PNAME>;『しばらく紐緒さんと話し込んだ;(I talked with Himoo-san for a while.)
<PNAME>;『紐緒さんもいたのか。;"""Is Himoo-san here too?"""
<PNAME>;『あつ、今日は、紐緒さんの誕生日じゃないか。;"""Ah, today is Himoo-san's birthday, isn't it?"""
<PNAME>;（もしかして、紐緒さんを知らず知らずのうちに傷つけてたのかな⋯。）;(Maybe I've unknowingly hurt Himoo-san...)
<PNAME>;『今日の自由行動は、この前の約束通り紐緒さんと―緒だ。;"""I'll spend today's free time with Himoo-san, as promised."""
<PNAME>;『まだ紐緒さんは、来ていないようだな。;"""I see Himoo-san has not arrived yet."""
<PNAME>;（紐緒さんにプレゼントをもらえるなんて、おれは幸せ者だー！）;(I'm so lucky to get a present from Himoo-san!)
<PNAME>;（神様、何とぞ紐緒さんと今以上に仲良くなれますように。）;(God, please help me get to know Himoo-san even better than I already do.)
<PNAME>;（おつ、丁度いいところに紐緒さんが来たぞ。）;(Oh, Himoo-san arrived just in time.
<PNAME>;（あつ、紐緒さん。）;(Oh, Himoo-san.)
<PNAME>;（それじゃ、近所の公園で、紐緒さんを待つか。）;(Then, let's go to the the neighborhood park and wait for Himoo.)
<PNAME>;（それじゃ、近所の公園で、紐緒さんを待つか。）;(I'll wait for Himoo at the neighborhood park then.)
<PNAME>;（それじゃ、きらめき中央公園で、紐緒さんを待つか。）;(Then, let's go to the Kirameki Central Park and wait for Himoo.)
<PNAME>;（それじゃ、きらめき中央公園で、紐緒さんを待つか。）;(I'll wait for Himoo at Kirameki Central Park then.)
<PNAME>;（それじゃ、ショッピング街で、紐緒さんを待つか。）;(Then, let's go to the the shopping district and wait for Himoo.)
<PNAME>;（それじゃ、ショッピング街で、紐緒さんを待つか。）;(I'll wait for Himoo at the shopping district then.)
<PNAME>;（それじゃ、水族館で、紐緒さんを待つか。）;(Then, let's go to the the aquarium and wait for Himoo.)
<PNAME>;（それじゃ、水族館で、紐緒さんを待つか。）;(I'll wait for Himoo at the aquarium then.)
<PNAME>;（それじゃ、動物園で、紐緒さんを待つか。）;(Then, let's go to the the zoo and wait for Himoo.)
<PNAME>;（それじゃ、動物園で、紐緒さんを待つか。）;(I'll wait for Himoo at the zoo then.)
<PNAME>;（それじゃ、植物園で、紐緒さんを待つか。）;(Then, let's go to the the botanical garden and wait for Himoo.)
<PNAME>;（それじゃ、植物園で、紐緒さんを待つか。）;(I'll wait for Himoo at the botanical garden then.)
<PNAME>;（それじゃ、プラネタリウムで、紐緒さんを待つか。）;(Then, let's go to the the planetarium and wait for Himoo.)
