Character name;Japanese text;English text
<PNAME>;（それじゃ、近所の公園で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el parque del vecindario.
<PNAME>;（それじゃ、近所の公園で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el parque del vecindario.
<PNAME>;（それじゃ、きらめき中央公園で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el parque central Kirameki.
<PNAME>;（それじゃ、きらめき中央公園で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el parque central Kirameki.
<PNAME>;（それじゃ、ショッピング街で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el distrito comercial.
<PNAME>;（それじゃ、ショッピング街で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el distrito comercial.
<PNAME>;（それじゃ、水族館で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el acuario.
<PNAME>;（それじゃ、水族館で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el acuario.
<PNAME>;（それじゃ、動物園で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el zoológico.
<PNAME>;（それじゃ、動物園で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el zoológico.
<PNAME>;（それじゃ、植物園で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el jardín botánico.
<PNAME>;（それじゃ、植物園で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el jardín botánico.
<PNAME>;（それじゃ、プラネタリウムで、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el planetario.
<PNAME>;（それじゃ、プラネタリウムで、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el planetario.
<PNAME>;（それじゃ、美術館で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el museo de arte.
<PNAME>;（それじゃ、美術館で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el museo de arte.
<PNAME>;（それじゃ、図書館で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en la biblioteca.
<PNAME>;（それじゃ、図書館で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en la biblioteca.
<PNAME>;（それじゃ、ゲームセンターで、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el centro de juegos.
<PNAME>;（それじゃ、ゲームセンターで、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en el centro de juegos.
<PNAME>;（それじゃ、ボーリング場で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en la bolera.
<PNAME>;（それじゃ、ボーリング場で、早乙女さんを待つか。）;Entonces, esperaremos a la Sra. Saotome en la bolera.
<PNAME>;（それじゃ、カラオケ屋で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en el karaoke.
<PNAME>;（それじゃ、カラオケ屋で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en el karaoke.
<PNAME>;（それじゃ、遊園地で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en el parque de atracciones.
<PNAME>;（それじゃ、遊園地で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en el parque de atracciones.
<PNAME>;（それじゃ、スタジアムで、早乙女さんを待つか。）;Entonces, esperaré a Saotome en el estadio.
<PNAME>;（それじゃ、スタジアムで、早乙女さんを待つか。）;Entonces, esperaré a Saotome en el estadio.
<PNAME>;（それじゃ、映画館で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en el cine.
<PNAME>;（それじゃ、映画館で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en el cine.
<PNAME>;（それじゃ、コンサート会場で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en la sala de conciertos.
<PNAME>;（それじゃ、コンサート会場で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en la sala de conciertos.
<PNAME>;（それじゃ、プールで、早乙女さんを待つか。）;Entonces, esperaré a Saotome en la piscina.
<PNAME>;（それじゃ、プールで、早乙女さんを待つか。）;Entonces, esperaré a Saotome en la piscina.
<PNAME>;（それじゃ、スケート場で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en la pista de patinaje.
<PNAME>;（それじゃ、スケート場で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en la pista de patinaje.
<PNAME>;（それじゃ、海で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en la playa.
<PNAME>;（それじゃ、海で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en la playa.
<PNAME>;（それじゃ、スキー場で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en la estación de esquí.
<PNAME>;（それじゃ、スキー場で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en la estación de esquí.
<PNAME>;（それじゃ、神社で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en el santuario.
<PNAME>;（それじゃ、神社で、早乙女さんを待つか。）;Entonces, esperaré a Saotome en el santuario.
<PNAME>;（今日は、藤崎さんとデートだ）;Hoy tengo una cita con Fujisaki.
<PNAME>;（今日は、藤崎さんとデートだ）;Hoy tengo una cita con Fujisaki.
<PNAME>;『藤崎さんのことについて知りたいんだけど。;Quiero saber más sobre Fujisaki.
<PNAME>;『よし、次は、藤崎とだ。;Bien, el próximo es con Fujisaki.
<PNAME>;『しばらく藤崎さんと話し込んだ;Estuve un rato hablando con Fujisaki.
<PNAME>;『藤崎さんもいたのか。;¿Así que Fujisaki también estaba?
<PNAME>;『あつ、今日は、藤崎さんの誕生日じゃないか。;Oh, hoy es el cumpleaños de Fujisaki, ¿no?
<PNAME>;（もしかして、藤崎さんを知らず知らずのうちに傷つけてたのかな⋯。）;¿Será que sin darme cuenta he herido a Fujisaki...?
<PNAME>;『今日の自由行動は、この前の約束通り藤崎さんと―緒だ。;La actividad libre de hoy es, tal como lo prometí antes, con Fujisaki.
<PNAME>;『まだ藤崎さんは、来ていないようだな。;Parece que Fujisaki aún no ha llegado.
<PNAME>;（藤崎さんにプレゼントをもらえるなんて、おれは幸せ者だー！）;¡Soy tan afortunado de recibir un regalo de Fujisaki!
<PNAME>;（神様、何とぞ藤崎さんと今以上に仲良くなれますように。）;Dios, por favor permite que me lleve aún mejor con Fujisaki.
<PNAME>;（おつ、丁度いいところに藤崎さんが来たぞ。）;Oh, Fujisaki ha llegado en el momento justo.
<PNAME>;（あつ、藤崎さん。）;¡Ah, Fujisaki!
<PNAME>;『よし、次は、藤崎さんとだ;Bien, el próximo es con Fujisaki.
<PNAME>;『よし、次は、藤崎さんとだ。;Bien, el próximo es con Fujisaki.
<PNAME>;（藤崎さんを、傷つけたといううわさが、流れてたそうだ。）;Se ha difundido el rumor de que herí a Fujisaki.
<PNAME>;（どうやら好雄の話では、俺が藤崎さんを、傷つけたといううわさが、流れてたそうだ。）;Al parecer, según la historia de Yoshio, se ha difundido el rumor de que herí a Fujisaki.
<PNAME>;（それじゃ、近所の公園で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el parque del vecindario.
<PNAME>;（それじゃ、近所の公園で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el parque del vecindario.
<PNAME>;（それじゃ、きらめき中央公園で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el Parque Central Kirameki.
<PNAME>;（それじゃ、きらめき中央公園で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el Parque Central Kirameki.
<PNAME>;（それじゃ、ショッピング街で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la zona comercial.
<PNAME>;（それじゃ、ショッピング街で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la zona comercial.
<PNAME>;（それじゃ、水族館で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el acuario.
<PNAME>;（それじゃ、水族館で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el acuario.
<PNAME>;（それじゃ、動物園で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el zoológico.
<PNAME>;（それじゃ、動物園で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el zoológico.
<PNAME>;（それじゃ、植物園で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el jardín botánico.
<PNAME>;（それじゃ、植物園で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el jardín botánico.
<PNAME>;（それじゃ、プラネタリウムで、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el planetario.
<PNAME>;（それじゃ、プラネタリウムで、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el planetario.
<PNAME>;（それじゃ、美術館で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el museo.
<PNAME>;（それじゃ、美術館で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el museo.
<PNAME>;（それじゃ、図書館で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la biblioteca.
<PNAME>;（それじゃ、図書館で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la biblioteca.
<PNAME>;（それじゃ、ゲームセンターで、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el centro de juegos.
<PNAME>;（それじゃ、ゲームセンターで、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el centro de juegos.
<PNAME>;（それじゃ、ボーリング場で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la bolera.
<PNAME>;（それじゃ、ボーリング場で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la bolera.
<PNAME>;（それじゃ、カラオケ屋で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el karaoke.
<PNAME>;（それじゃ、カラオケ屋で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el karaoke.
<PNAME>;（それじゃ、遊園地で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el parque de atracciones.
<PNAME>;（それじゃ、遊園地で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el parque de atracciones.
<PNAME>;（それじゃ、スタジアムで、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el estadio.
<PNAME>;（それじゃ、スタジアムで、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el estadio.
<PNAME>;（それじゃ、映画館で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el cine.
<PNAME>;（それじゃ、映画館で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el cine.
<PNAME>;（それじゃ、コンサート会場で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el lugar del concierto.
<PNAME>;（それじゃ、コンサート会場で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el lugar del concierto.
<PNAME>;（それじゃ、プールで、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la piscina.
<PNAME>;（それじゃ、プールで、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la piscina.
<PNAME>;（それじゃ、スケート場で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la pista de patinaje.
<PNAME>;（それじゃ、スケート場で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la pista de patinaje.
<PNAME>;（それじゃ、海で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el mar.
<PNAME>;（それじゃ、海で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el mar.
<PNAME>;（それじゃ、スキー場で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la estación de esquí.
<PNAME>;（それじゃ、スキー場で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en la estación de esquí.
<PNAME>;（それじゃ、神社で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el santuario.
<PNAME>;（それじゃ、神社で、藤崎さんを待つか。）;Entonces, esperaré a Fujisaki en el santuario.
<PNAME>;（今日は、如月さんとデートだ）;Hoy tengo una cita con Kisaragi.
<PNAME>;（今日は、如月さんとデートだ）;Hoy tengo una cita con Kisaragi.
<PNAME>;『如月さんのことについて知りたいんだけど。;Quiero saber más sobre la Srta. Kisaragi.
<PNAME>;『よし、次は、如月とだ。;Bien, el siguiente es con Kisaragi.
<PNAME>;『しばらく如月さんと話し込んだ;Estuve charlando un rato con la Srta. Kisaragi.
<PNAME>;『如月さんもいたのか。;¿Kisaragi también estaba aquí?
<PNAME>;『あつ、今日は、如月さんの誕生日じゃないか。;Oh, hoy es el cumpleaños de la Srta. Kisaragi, ¿no?
<PNAME>;（もしかして、如月さんを知らず知らずのうちに傷つけてたのかな⋯。）;¿Acaso lastimé a la Srta. Kisaragi sin darme cuenta...?
<PNAME>;『今日の自由行動は、この前の約束通り如月さんと―緒だ。;La actividad libre de hoy es tal como prometimos, con la Srta. Kisaragi.
<PNAME>;『まだ如月さんは、来ていないようだな。;Parece que la Srta. Kisaragi aún no ha llegado.
<PNAME>;（如月さんにプレゼントをもらえるなんて、おれは幸せ者だー！）;¡Soy afortunado de recibir un regalo de la Srta. Kisaragi!
<PNAME>;（神様、何とぞ如月さんと今以上に仲良くなれますように。）;Dios, por favor, permite que me acerque más a la Srta. Kisaragi.
<PNAME>;（おつ、丁度いいところに如月さんが来たぞ。）;Ah, la Srta. Kisaragi llegó en el momento justo.
<PNAME>;（あつ、如月さん。）;Ah, Srta. Kisaragi.
<PNAME>;『よし、次は、如月さんとだ;Bien, el siguiente es con la Srta. Kisaragi.
<PNAME>;『よし、次は、如月さんとだ。;Bien, el siguiente es con la Srta. Kisaragi.
<PNAME>;（如月さんを、傷つけたといううわさが、流れてたそうだ。）;Dicen que se rumorea que lastimé a la Srta. Kisaragi.
<PNAME>;（どうやら好雄の話では、俺が如月さんを、傷つけたといううわさが、流れてたそうだ。）;Por lo que dice Yoshio, parece que hay rumores de que lastimé a la Srta. Kisaragi.
<PNAME>;（それじゃ、近所の公園で、如月さんを待つか。）;Entonces, esperaré a la Srta. Kisaragi en el parque del vecindario.
<PNAME>;（それじゃ、近所の公園で、如月さんを待つか。）;Entonces, esperaré a la Srta. Kisaragi en el parque del vecindario.
<PNAME>;（それじゃ、きらめき中央公園で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el parque central Kirameki.;
<PNAME>;（それじゃ、きらめき中央公園で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el parque central Kirameki.;
<PNAME>;（それじゃ、ショッピング街で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el centro comercial.;
<PNAME>;（それじゃ、ショッピング街で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el centro comercial.;
<PNAME>;（それじゃ、水族館で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el acuario.;
<PNAME>;（それじゃ、水族館で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el acuario.;
<PNAME>;（それじゃ、動物園で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el zoológico.;
<PNAME>;（それじゃ、動物園で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el zoológico.;
<PNAME>;（それじゃ、植物園で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el jardín botánico.;
<PNAME>;（それじゃ、植物園で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el jardín botánico.;
<PNAME>;（それじゃ、プラネタリウムで、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el planetario.;
<PNAME>;（それじゃ、プラネタリウムで、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el planetario.;
<PNAME>;（それじゃ、美術館で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el museo de arte.;
<PNAME>;（それじゃ、美術館で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el museo de arte.;
<PNAME>;（それじゃ、図書館で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la biblioteca.;
<PNAME>;（それじゃ、図書館で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la biblioteca.;
<PNAME>;（それじゃ、ゲームセンターで、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el centro de juegos.;
<PNAME>;（それじゃ、ゲームセンターで、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el centro de juegos.;
<PNAME>;（それじゃ、ボーリング場で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la bolera.;
<PNAME>;（それじゃ、ボーリング場で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la bolera.;
<PNAME>;（それじゃ、カラオケ屋で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el karaoke.;
<PNAME>;（それじゃ、カラオケ屋で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el karaoke.;
<PNAME>;（それじゃ、遊園地で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el parque de atracciones.;
<PNAME>;（それじゃ、遊園地で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el parque de atracciones.;
<PNAME>;（それじゃ、スタジアムで、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el estadio.;
<PNAME>;（それじゃ、スタジアムで、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el estadio.;
<PNAME>;（それじゃ、映画館で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el cine.;
<PNAME>;（それじゃ、映画館で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el cine.;
<PNAME>;（それじゃ、コンサート会場で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la sala de conciertos.;
<PNAME>;（それじゃ、コンサート会場で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la sala de conciertos.;
<PNAME>;（それじゃ、プールで、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la piscina.;
<PNAME>;（それじゃ、プールで、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la piscina.;
<PNAME>;（それじゃ、スケート場で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la pista de patinaje.;
<PNAME>;（それじゃ、スケート場で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la pista de patinaje.;
<PNAME>;（それじゃ、海で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la playa.;
<PNAME>;（それじゃ、海で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la playa.;
<PNAME>;（それじゃ、スキー場で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la estación de esquí.;
<PNAME>;（それじゃ、スキー場で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en la estación de esquí.;
<PNAME>;（それじゃ、神社で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el santuario.;
<PNAME>;（それじゃ、神社で、如月さんを待つか。）；Bueno, esperemos a Kisaragi en el santuario.;
<PNAME>;（今日は、紐緒さんとデートだ）；Hoy tengo una cita con Himo o-san.;
<PNAME>;（今日は、紐緒さんとデートだ）；Hoy tengo una cita con Himo o-san.;
<PNAME>;『紐緒さんのことについて知りたいんだけど。；Quiero saber sobre Himo o-san.;
